baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1.40111782.40112834	107.735549152945	1.46405206923497	0.298827243762459	4.61781592850232	3.87800005763622e-06	4.03506549707866e-05
1.40373170.40373665	20.4266570262045	-1.35277922653635	0.256030431813932	-5.02078650110215	5.14603325086639e-07	7.59797466320016e-06
1.40858860.40859182	15.4532198263602	-1.08544824968719	0.268841384322737	-4.01208483679952	6.01848620975537e-05	0.000390454137545491
1.41272469.41273424	74.2886334385558	1.03832490561889	0.153820493276476	6.65931347893223	2.75109593672367e-11	2.33041784333637e-09
1.41469029.41470103	106.674290659271	1.17949877723078	0.149513130830051	7.74931906104837	9.2386618728977e-15	3.10243064417498e-12
1.43439015.43439437	31.6032804469807	1.09163832222315	0.279833190200726	3.54383371789173	0.000394353878082366	0.00187366248828489
1.43672301.43673655	86.0084624389246	1.46295168665392	0.204304320574962	6.86904702556804	6.4632199990438e-12	7.03917025996245e-10
1.44010921.44012126	100.420745574868	1.00984831224837	0.164179386172923	6.05819012161785	1.37661633326332e-09	5.62301692577672e-08
1.44047951.44048298	29.8340279133782	1.3137715782466	0.252018148076802	5.07370935625373	3.90134801756276e-07	6.01197622941329e-06
1.44704752.44706794	109.205112951316	1.14066410128279	0.184108026593049	5.9716997900831	2.34794293800206e-09	8.7643903394978e-08
1.44739187.44739733	16.5458646243665	-1.38426335371722	0.271318639741801	-4.88444829487593	1.03718854452991e-06	1.35230018322624e-05
1.44925916.44926784	38.7533233884322	-1.11176378801525	0.186147526486343	-5.8272295798393	5.63550624525669e-09	1.7984923168761e-07
1.44964861.44965465	25.5584252651678	-1.14035768880055	0.260590981187928	-4.23136615478222	2.32276196967427e-05	0.000177899727506304
1.46483524.46484387	35.0448510656243	-1.02466624580052	0.221392130895741	-4.55279930945104	5.29367677065259e-06	5.2110987383203e-05
1.46535701.46536708	51.888692048228	-1.05400968509501	0.174921066354498	-5.98984719158003	2.10038289559569e-09	8.01184593900786e-08
1.48341551.48342399	61.4410299325154	1.61360264418546	0.315791158424586	4.87530332881029	1.08641387314036e-06	1.40575974924511e-05
1.48710601.48711520	63.6423353790179	-1.182390337496	0.177357876466593	-6.53758038769722	6.25220418818771e-11	4.49330384051972e-09
1.48935622.48936615	61.6242366621945	-1.0142802588738	0.172116806953132	-5.76465557848302	8.18247672934233e-09	2.44115603999247e-07
1.49215431.49216447	45.5130218436144	-1.31769562205884	0.186721674535098	-6.97369599930277	3.08720819024671e-12	3.87039860579908e-10
1.49722732.49723691	69.4445805307291	1.94090430200077	0.344410108564728	6.27077012204993	3.59266696231199e-10	1.86162226357682e-08
1.53128284.53128983	51.9371047598797	1.693718255036	0.220795703982472	7.41413061539062	1.22425219663999e-13	2.7191894458914e-11
1.53140504.53140967	36.3218488514249	1.09583592302134	0.244376589550481	4.60062404071809	4.21227094519633e-06	4.31914717637579e-05
1.53581517.53582018	44.7872093017934	1.69002823502626	0.238842259477486	6.81166242968868	9.64772826206233e-12	9.82883451141163e-10
1.53611496.53612454	70.5765876784097	1.73195244002317	0.237507210741538	7.06104858223512	1.65250802051409e-12	2.3722110047156e-10
1.54358416.54359272	69.0432795384709	-1.09285816412313	0.160266805808386	-6.63591534095948	3.22494908666703e-11	2.67164064131288e-09
1.54738526.54739715	58.4317264921599	1.08592752515919	0.158135670144057	6.78061798142597	1.19662909430553e-11	1.16797624540382e-09
1.58452097.58452639	29.5307597839292	-1.0505184888392	0.216612377604393	-4.64426858268875	3.41283348336369e-06	3.62459363323506e-05
1.59311737.59311920	19.1456540291015	-1.07272317187709	0.284376893410382	-3.83327777322526	0.000126447032492396	0.000723712669685606
1.59616454.59617243	62.8374289871252	1.36549668100812	0.243245270834102	5.26628446008788	1.39212519560786e-07	2.56241876135116e-06
1.60162280.60163036	31.2987129606196	-1.25962082192925	0.198827313963835	-6.17254857418977	6.71978732665454e-10	3.14347862206088e-08
1.60280010.60281330	136.940771820641	1.14661221724941	0.183600177518277	6.06409107651109	1.32701945775695e-09	5.44473670755027e-08
1.60432724.60433595	81.3755960542624	1.40332032491562	0.233183494908438	5.52586684493107	3.27862730492415e-08	7.60242655300455e-07
1.60460002.60461052	60.6373539464168	1.32273880215861	0.371864955107399	3.33147190033148	0.000863880210982075	0.0036111933893572
1.61387911.61388543	25.0066355455177	-1.33745863239581	0.223720584776626	-5.73605406073021	9.69077407449944e-09	2.81376587847123e-07
1.61545362.61545867	31.7413351195528	1.04675113591198	0.23782948855975	4.25464711752533	2.09378959058669e-05	0.000163523596881109
1.64942209.64942739	34.1785079319259	1.04815895511064	0.238457557619446	4.42922603970763	9.45718626049421e-06	8.45139585097484e-05
1.64977822.64978428	41.0880400986449	-1.06249783901169	0.17733227691565	-5.94867098497223	2.70328401858818e-09	9.7824548552066e-08
1.65521369.65522584	61.5962548731051	-1.10634157740711	0.185934260831194	-5.83756193849448	5.29702056506075e-09	1.70666311935161e-07
1.65933174.65933541	43.0636382737141	1.05753569047877	0.225121279713148	4.67732897340731	2.90635795192339e-06	3.17928344119988e-05
1.66277379.66278396	86.6029940339794	-1.14224299938779	0.168810900062883	-6.6195174936098	3.60373196808179e-11	2.87971873528757e-09
1.66845865.66846483	39.2444316892769	-1.44073506761083	0.236259304982199	-5.95761484735074	2.559458410668e-09	9.38235254686459e-08
1.66858950.66859995	57.4617083817224	-1.20288708993447	0.198895569241521	-5.84419996700978	5.09008548103354e-09	1.6541604982603e-07
1.66860800.66862522	95.9458747950202	-1.22747031104813	0.157057392538044	-7.76829465366713	7.95498388507305e-15	2.76122089109824e-12
1.66862809.66863164	19.8642786759803	-1.05679832613233	0.248467532950856	-4.02686355227765	5.65258124639836e-05	0.000371413957135814
1.67114467.67115219	33.0795837363092	-1.17371507759561	0.19581226838569	-5.84340393127677	5.11447987976412e-09	1.66017547121273e-07
1.68166191.68167056	68.1300136541049	1.29963169508759	0.208638951405616	6.1822952747058	6.31762143631239e-10	2.98255172343933e-08
1.69381895.69382559	29.1180663485437	1.08114114916019	0.23683178011561	4.4552107725861	8.38108144152111e-06	7.64597494509792e-05
1.71339512.71340372	29.1039603695762	-1.17225955458612	0.234082008836601	-4.89909813652339	9.62775506514981e-07	1.27263221592196e-05
1.75904045.75904344	28.2846768216225	-1.24569114534406	0.247164276791557	-4.94704571206393	7.53482868743076e-07	1.0388193920579e-05
1.77881118.77882044	34.190020895517	-1.21990907253827	0.215418571184192	-5.57260957150822	2.50951554466939e-08	6.11562976103968e-07
1.80927461.80928124	47.9017655685331	-1.39797133327657	0.234650096751783	-5.95448070906755	2.60898899244481e-09	9.49864350462382e-08
1.81674188.81674528	27.6820525177724	-1.2049241867808	0.227012883248399	-5.20597459121926	1.92981052447451e-07	3.34579565300411e-06
1.84226502.84227189	35.2873258887999	-1.55014011541923	0.214162530819991	-7.36130573297679	1.8211991165091e-13	3.72263657090498e-11
1.84284153.84285627	83.7365060681561	-1.18868783254643	0.16959127527216	-6.95933763071715	3.41876286124847e-12	4.21226987692632e-10
1.85165501.85166182	26.7250678242861	-1.02222155058881	0.212034483078284	-4.74523409051374	2.08265341011676e-06	2.41361903831444e-05
1.85261628.85262176	26.5799701957114	-1.07400923594653	0.260252103387533	-4.19003216181821	2.78914918538782e-05	0.000207507108588737
1.85454272.85454761	23.0006271292458	-1.56500768528796	0.252296135667104	-6.01462959206121	1.80298482955217e-09	7.06369389888995e-08
1.85456985.85457668	31.1158634852644	-1.06691969022116	0.198126582812461	-5.2870305724596	1.24317868820229e-07	2.32235658521921e-06
1.86937538.86938278	29.6200065104105	-1.09301576976575	0.256500242151711	-4.23629829130497	2.27234862642984e-05	0.000174797954879555
1.87082385.87083205	54.2391095722788	-1.29850468509046	0.180269402022613	-6.98530753469722	2.84232670261648e-12	3.59535209091505e-10
1.87619913.87620407	38.0401214369263	-1.02548616840177	0.285173129586079	-3.57910300387918	0.000344775567239196	0.00167259950737991
1.88793362.88793793	39.787256661576	1.35008347285205	0.28275580833499	4.9233480190074	8.50759549648694e-07	1.15071807127741e-05
1.89728389.89728622	27.9249619566877	1.27543169384388	0.308473078333738	4.16587235426912	3.10164220887325e-05	0.000226452358528802
1.89983730.89984224	18.5201325116077	-1.46900141588773	0.258767008931639	-5.79267603817114	6.92736532062346e-09	2.13326551270902e-07
1.90204435.90205500	61.3129921079093	-1.11484571413979	0.225855804973211	-4.93657207799217	7.95076611277564e-07	1.08845042712534e-05
1.91563934.91564540	43.0078443489993	1.03293350164419	0.348967080648933	2.77003683986632	0.00560499526899706	0.0171165645282959
1.93270111.93270945	64.4548275159079	1.09942285973781	0.248230313195421	4.29646073938773	1.73546687794154e-05	0.000139906907784032
1.94032665.94033565	59.4153942140947	1.55114661143162	0.228755489137791	6.55133974638873	5.7023159501238e-11	4.19976314154288e-09
1.94173549.94173890	25.7310913456961	-1.02438340469505	0.240909588646851	-4.0798242913915	4.50697548409905e-05	0.000307902069400499
1.95045517.95045804	29.3838222564601	1.78938250021161	0.302029481290666	5.68279551841123	1.32510668333818e-08	3.63959194971795e-07
1.95185917.95187241	109.51642706302	-1.05877922036523	0.129478676451918	-7.95296339831789	1.82102158749754e-15	8.56122949002177e-13
1.95221173.95221697	55.3779445479921	1.02390613623675	0.193631162710099	5.10657574309859	3.28049150715267e-07	5.18105405263067e-06
1.96881628.96882132	37.1492438758823	1.29536548013953	0.352311322653359	3.47500542049265	0.000510843028528847	0.0023267980217571
1.99231621.99232296	31.7116084834824	-1.34401127327114	0.243073976134714	-5.67542180454367	1.38347329997366e-08	3.76689332487036e-07
1.100828496.100828773	29.2643395029592	2.99912452385212	0.248729545016472	11.4104584909332	3.70769802255705e-30	6.97244972135261e-26
1.101149120.101150027	32.5887409509015	-1.53323896091387	0.208328822951767	-7.330930652944	2.28559918516977e-13	4.37099537730636e-11
1.103715929.103716778	41.0372983100902	1.12127652220308	0.340093355177402	2.99230302955636	0.00276881276088106	0.00952703956561757
1.106623400.106624017	33.4786628042676	1.26795886060765	0.22058458245989	5.21845280147248	1.80423941691101e-07	3.17591172993609e-06
1.107418833.107419332	36.9712465535438	-1.25827478829241	0.26054320140714	-4.76513077697363	1.88731199464103e-06	2.22099694388128e-05
1.107973309.107973701	21.1932730190848	-1.08549903058013	0.239315093386666	-4.38606359412214	1.15420389198422e-05	9.96107798228266e-05
1.108420454.108420615	22.9975100007641	-1.08994810720695	0.21611988826743	-4.99300925532459	5.94457076679482e-07	8.56844415890384e-06
1.108663879.108665043	64.5838762925525	1.05339266501302	0.167682442418265	6.11073257614349	9.91748314539293e-10	4.27429128441931e-08
1.109094101.109094404	24.3318441393479	-1.13102466883655	0.23326173421014	-4.69637044287661	2.64825074209123e-06	2.94043916287776e-05
1.109258493.109259092	36.3155882362415	1.13931925872644	0.197408579044147	5.53965512876982	3.03067879294941e-08	7.11522158897352e-07
1.109693877.109694078	28.7521005759094	1.13805462324609	0.224932476227574	4.63326344134941	3.59946016113495e-06	3.78574094799756e-05
1.110419603.110420681	109.391613237914	1.21439006090753	0.1809649360882	6.48899035509253	8.64134977245278e-11	5.85949986493625e-09
1.111415061.111416177	80.9030368128788	-1.0286199412969	0.176173010872246	-5.85163035922258	4.86777529945847e-09	1.59292581957221e-07
1.111670724.111671419	28.4089810598286	-1.02140458231703	0.227821648837208	-4.34296141709057	1.40574829556992e-05	0.000117369684538808
1.112158276.112159667	73.2393216332756	-1.33083686189121	0.199142794008573	-6.45882448350041	1.05519407379515e-10	6.86143268673685e-09
1.112805771.112807529	87.1763585282251	1.14737975149812	0.246444279285242	4.55042362394957	5.35380181092148e-06	5.2583579903368e-05
1.113396518.113397909	51.469553160457	1.33628476233826	0.179601476694314	6.94060831960747	3.90415086915445e-12	4.69630224806434e-10
1.113601400.113602365	87.4300763821267	1.02964375687038	0.189872846272547	5.11998893878026	3.0555357794015e-07	4.89163185387954e-06
1.115915771.115916419	54.8245709563752	-1.42865824432466	0.177487029237802	-7.84936309406564	4.18155366222242e-15	1.62694159591683e-12
1.116275001.116275316	18.9977865564747	-1.08174062744792	0.264201155864587	-3.9239373047273	8.71134150069034e-05	0.000529932113546416
1.117337130.117338221	59.3522390760556	-1.09786993787044	0.189193924189149	-5.63095506645589	1.7921441759088e-08	4.65281204915191e-07
1.117635633.117636134	42.5897451799036	1.05053455998463	0.252426264264029	3.97939786966016	6.90900321926054e-05	0.000437461644913358
1.117724282.117724542	22.1966745978204	-1.03914869584864	0.221714150054406	-4.57048975063347	4.86585720828997e-06	4.85690375553586e-05
1.118238520.118239362	52.6394376424232	1.12501099599516	0.268627899530973	4.0281513634909	5.62171475897839e-05	0.00037003227142985
1.119384065.119384640	25.7696189128361	-1.49059285034506	0.262503457512568	-5.61782491861257	1.93376298250413e-08	4.95436750322221e-07
1.119866048.119866608	36.1134802573002	-1.09799071337911	0.217559553203582	-5.16631080279817	2.38759646482745e-07	3.98988868956474e-06
1.120666559.120666849	17.1515052844857	-1.09882636912006	0.246977200302311	-4.32434498048023	1.529857357401e-05	0.000125995308935836
1.121253076.121254313	52.032627138953	-1.70890546558174	0.179136151176004	-9.42363337417891	4.35742780453028e-21	1.29383498431779e-17
1.121257947.121259055	62.9405370809818	-1.04131351005286	0.170754098153314	-5.99538033753273	2.03009738317872e-09	7.80708752347719e-08
1.145542362.145543458	156.034168144939	1.0368479539194	0.158305503723148	6.33523732702033	2.36976218278977e-10	1.33317250688009e-08
1.146578050.146578728	36.4023202378323	1.32814764949045	0.235703063874426	5.49865099248771	3.82707752052333e-08	8.70247502611221e-07
1.148930234.148931680	201.273865993851	1.39447120191444	0.300923588963161	4.28155988288565	1.85587765153991e-05	0.000147966638763815
1.149914146.149914600	40.0991232543576	1.0266122659978	0.171677056070653	5.95597081169501	2.58532473608134e-09	9.45873413169683e-08
1.150232325.150232754	35.9747991380729	1.30210626318661	0.227729000874148	5.61137256493681	2.00728080059632e-08	5.10562460083147e-07
1.153279054.153279958	33.9530856288081	-1.07083143935388	0.183965903104426	-6.10691834357529	1.01573170994161e-09	4.36431988941859e-08
1.156522510.156523421	61.7405404103588	-1.07375160525423	0.192384341712961	-5.52795727700114	3.23980918744314e-08	7.52788612515619e-07
1.156680550.156681537	69.3222305892755	1.42093107896006	0.227848297206768	6.01438811289033	1.80567429953806e-09	7.06932139366685e-08
1.156742358.156743624	66.2972250692377	1.04769844366477	0.163886383304478	6.34740505718072	2.18977032617821e-10	1.24785942143101e-08
1.156918498.156919135	44.2834055573251	1.04126751962952	0.178584809156522	5.66414839275169	1.47756499634355e-08	3.95437888205492e-07
1.157704008.157704604	23.562579982879	-1.25903987065634	0.227373219336343	-5.34485002719569	9.04919466926956e-08	1.79633837600813e-06
1.157818988.157819710	22.1358522102956	-1.46605509468163	0.286903826213247	-5.01933368523518	5.18510143409663e-07	7.65062499700838e-06
1.157852430.157852945	19.2135597489673	-1.24279594636922	0.259697361129583	-4.65002674220193	3.31891991674579e-06	3.54501847018735e-05
1.157907305.157907856	21.0875061612164	-1.10676922073752	0.259968460210419	-4.0397842707351	5.35003881724247e-05	0.000354966235344645
1.158117523.158118613	46.8632198606479	-1.09731421694582	0.20675280412047	-5.22723766219258	1.72061274550553e-07	3.05828886737367e-06
1.158155365.158156146	40.2848235981089	-1.01676534994098	0.208555020636241	-4.72062876727728	2.3511670832947e-06	2.668345245849e-05
1.158253764.158254136	26.6363887864492	-1.25516622427782	0.288201222356946	-4.07591244034031	4.58342644867719e-05	0.000312217564028704
1.158255268.158257115	197.711167673845	-1.02846699749923	0.164734345678986	-6.09661718587484	1.08336538648028e-09	4.58852414742277e-08
1.158969320.158969980	73.8646700401516	1.1381797784721	0.337560524898124	3.47808865474055	0.000505002870876404	0.00230484928107461
1.159037590.159038908	75.2911589938663	-1.00963387777693	0.155023504281702	-6.40485039170344	1.50516900512537e-10	9.27026360187259e-09
1.159616274.159617002	41.2892513785185	-1.05027620991122	0.174216635322038	-5.8548086424583	4.77559555557705e-09	1.5691322007189e-07
1.159919758.159920373	26.9028944939268	-1.28808310636843	0.230497889150474	-5.45334589290665	4.94307853275273e-08	1.08172505238083e-06
1.160124511.160125085	31.9968769071816	-1.36339426440065	0.21742490008251	-6.19409253920267	5.86217796830377e-10	2.82425817472097e-08
1.161166350.161167615	79.5602561918009	1.08513245527411	0.187976536111689	5.65871822278541	1.52507709690792e-08	4.06034683809142e-07
1.161688503.161689010	16.6242649664688	-1.13287252550674	0.25995299720278	-4.37966190793959	1.18863579956642e-05	0.000102020503983477
1.161998485.161999032	46.7940248483277	-1.13226266885195	0.213946906191283	-5.21627524644468	1.825568435063e-07	3.20845074244593e-06
1.162666072.162666700	61.4787698711695	1.11327384206938	0.330882428083002	3.37168701478954	0.000747092971648779	0.00319133770640853
1.163172744.163173220	31.3959802480145	1.54507937288444	0.353207197278903	4.25776723008443	2.06478771859296e-05	0.00016165287806292
1.164743734.164744832	75.431177664605	1.07900543287601	0.168467959960389	6.33445367201119	2.3818372218261e-10	1.33705202693076e-08
1.167127527.167128359	28.9924152688038	-1.02015225875054	0.212513192118747	-4.87281658095933	1.10018357443125e-06	1.41966963712519e-05
1.167135308.167136123	50.4075278003383	1.72828889796156	0.273690210773906	6.17039827074539	6.81181907326838e-10	3.17121279205285e-08
1.167532610.167533388	66.610258561787	-1.03686990605224	0.221009208568005	-4.70048868465235	2.59539638062199e-06	2.89028587069029e-05
1.168341601.168342883	59.5991001069944	1.28045431992497	0.167361162613559	7.6397814095024	2.17590834079197e-14	6.05501480300024e-12
1.168472890.168474112	122.114297070667	-1.25668314055944	0.138940973614699	-8.97218095155975	2.90700340854358e-19	5.12504700926233e-16
1.168595511.168596040	35.1969183118183	-1.17204446599956	0.207361394754037	-5.52263897702793	3.33945461827229e-08	7.71809388547519e-07
1.169573828.169574725	99.1393511607528	-1.10355724733727	0.151997961248843	-7.07824299729805	1.45993568013325e-12	2.1337754230673e-10
1.171181977.171182755	38.3166598282119	-1.04001820008629	0.213957785907057	-4.79393685591372	1.63539768399631e-06	1.97479871019554e-05
1.171193538.171193831	19.0748548790644	-1.09749787678491	0.265827194931723	-4.11463108854402	3.87799125140008e-05	0.000272454239650046
1.172787410.172788629	107.681781338513	-1.07153706572419	0.177593985236544	-5.96134750653144	2.50166311000027e-09	9.21736628873239e-08
1.172908459.172908952	28.1476073120353	-1.02037831396977	0.231259010064895	-4.22407969537658	2.39919146023356e-05	0.000182736310814819
1.173443805.173444438	54.8704540036751	1.19223517308499	0.261171828632972	4.40944427581086	1.03636220547066e-05	9.12412768162188e-05
1.175474072.175474732	46.418777127767	1.25246806802788	0.178635065508483	6.7591969950171	1.38758624481829e-11	1.31566496785997e-09
1.175480674.175481285	36.107038782057	-1.03496665133593	0.210020107157013	-4.90047091339596	9.56072122879636e-07	1.26584756827922e-05
1.175795753.175796293	26.1665142636022	-1.0347462510155	0.219930456258151	-4.5952140486337	4.3230526482707e-06	4.41189106738133e-05
1.177319952.177321067	94.3887133300713	-1.06193299546166	0.189189000848892	-5.44335100174625	5.22874715090954e-08	1.13202239634039e-06
1.178035766.178036884	89.2543400249705	-1.09596533989399	0.172121543267829	-6.19772721791087	5.7284307931287e-10	2.77641882839475e-08
1.178055915.178056274	34.1946066616708	-1.0501395837119	0.195935507021672	-5.36395006804456	8.14214203633413e-08	1.64463689624714e-06
1.178088523.178089325	60.2865336281401	-1.3758045186445	0.178285084243008	-7.50492770950673	6.14625100862698e-14	1.5010688177606e-11
1.179057373.179058737	71.8391856511932	-1.20831267048728	0.161767929316048	-7.3800894087044	1.58183269369077e-13	3.35491252809243e-11
1.181031154.181032421	111.699019017303	-1.30558581797675	0.167744013381657	-7.6367355374654	2.2279848050478e-14	6.16147013537142e-12
1.181093124.181094248	70.717179203453	-1.14098676169454	0.160156060502464	-6.95915593443874	3.42317453058532e-12	4.21226987692632e-10
1.183053175.183053702	21.2369849810905	2.06028086193211	0.255306840868163	7.71306669925821	1.228298516838e-14	3.91501068508093e-12
1.183865481.183866194	33.0868322284479	-1.01521116469857	0.209868486313487	-4.78191214564519	1.73635567478357e-06	2.07567454688276e-05
1.183958206.183958714	50.8105295016477	-1.01969608063553	0.201648269323516	-5.10862873638111	3.2450527076745e-07	5.13816709391425e-06
1.183986635.183986921	17.6541084707943	-1.1514533983429	0.248342895675047	-4.59289818203064	4.3713236915513e-06	4.45201657665045e-05
1.184211401.184212122	54.2227252684659	1.45925377061968	0.227136522884096	6.27435288994863	3.51091401840462e-10	1.83230088124251e-08
1.184425104.184425603	16.2786402405338	-1.00192048009203	0.265667506697104	-3.78761614910518	0.00015209958834769	0.000842829817918012
